run,trialType,regSize,vaccEff,symptomRate,incubK,incubC,persistBloodK,persistBloodC,maxEnddate,maxCZSdate,testInterval,CZSTrim1,CZSTrim2,CZSTrim3,multiCZSrate,TTC,startPregRate,contraceptionRate,assumedRate,iter,contMean,contMedian,vaccMean,vaccMedian,power,meanDate,medianDate,ColFirst,ColPreI,CosFirst,CosPreI,EcuFirst,EcuPreI,MexFirst,MexPreI,PanFirst,PanPreI,PerFirst,PerPreI,startDate
run0005,symptomTrial,5400,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.664,12,1.596,1,0.984,1/16/2017,1/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,4.86,5,1.068,1,0.088,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.66,12,1.548,1,0.98,6/4/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.924,13,1.556,1,0.996,1/6/2017,12/28/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,4.852,5,1.06,1,0.108,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.692,12,1.564,1,0.98,6/11/2016,5/15/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.728,12,1.556,1,0.984,1/3/2017,1/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.008,5,1.108,1,0.112,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.876,13,1.568,1,0.984,6/18/2016,5/15/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.712,12,1.504,1,1,1/5/2017,1/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,4.808,5,1.084,1,0.068,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.92,13,1.572,1,0.992,6/9/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.824,13,1.568,1,0.996,1/1/2017,12/25/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.032,5,1.104,1,0.1,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.72,13,1.528,1,0.98,5/30/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.608,12,1.584,1,0.968,12/23/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.208,5,1.072,1,0.108,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.808,12,1.492,1,0.996,6/7/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.772,12,1.536,1,1,1/1/2017,1/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.3,5,1.116,1,0.112,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.764,13,1.432,1,0.992,6/2/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.748,12,1.464,1,0.988,12/22/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5800,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,4.904,5,1.084,1,0.072,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5800,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.748,12.5,1.568,1,0.988,6/7/2016,5/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5800,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.668,12,1.54,1,0.984,12/29/2016,12/25/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5850,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.364,5,1.08,1,0.14,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5850,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.74,12,1.508,1,0.996,6/5/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5850,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.656,12,1.536,1,0.988,12/20/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5900,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.26,5,1.104,1,0.1,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5900,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.728,12,1.504,1,0.992,6/6/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5900,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.7,12,1.596,1,0.984,12/27/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,5950,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.22,5,1.136,1,0.092,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,5950,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.708,13,1.556,1,0.98,6/10/2016,5/8/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,5950,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.824,13,1.536,1,0.992,12/31/2016,12/25/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6000,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.416,5,1.116,1,0.148,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6000,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.616,12,1.596,1,0.984,5/28/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6000,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.732,12,1.556,1,0.984,12/19/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6050,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.216,5,1.116,1,0.088,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6050,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.58,13,1.604,1,0.984,5/28/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6050,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.636,12,1.62,1,0.984,12/14/2016,12/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6100,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.252,5,1.1,1,0.12,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6100,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.704,12,1.516,1,1,5/29/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6100,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.84,13,1.496,1,0.988,12/15/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6150,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.352,5,1.096,1,0.144,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6150,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.672,13,1.524,1,0.992,6/2/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6150,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.712,12,1.472,1,0.992,12/20/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6200,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.792,6,1.14,1,0.224,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6200,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.772,13,1.532,1,0.976,6/2/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6200,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.78,13,1.588,1,0.988,12/20/2016,12/25/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6250,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.5,5,1.124,1,0.132,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6250,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.704,12.5,1.532,1,0.988,5/27/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6250,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.696,12,1.472,1,0.992,12/10/2016,12/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6300,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.564,5,1.092,1,0.132,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6300,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.932,13,1.516,1,0.992,6/1/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6300,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.808,13,1.6,1,0.976,12/14/2016,12/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6350,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.396,5,1.116,1,0.12,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6350,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.66,12,1.604,1,0.984,5/21/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6350,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.788,13,1.5,1,1,12/7/2016,12/7/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6400,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.668,6,1.112,1,0.148,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6400,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.944,13,1.512,1,0.992,5/23/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6400,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.784,12,1.528,1,0.984,12/6/2016,12/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.716,6,1.12,1,0.192,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.66,12,1.632,1,0.956,5/24/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6450,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.872,13,1.456,1,0.996,12/7/2016,12/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.852,6,1.088,1,0.172,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.804,12.5,1.512,1,0.984,5/22/2016,4/17/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6500,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.84,13,1.532,1,0.984,12/6/2016,12/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.736,6,1.084,1,0.172,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.776,13,1.576,1,0.988,5/26/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6550,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.732,12,1.456,1,0.984,11/30/2016,12/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.692,6,1.104,1,0.144,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.696,12,1.58,1,0.988,5/26/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6600,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.816,13,1.548,1,0.992,12/5/2016,12/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.824,6,1.128,1,0.144,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.9,13,1.524,1,0.984,5/27/2016,4/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6650,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.764,12,1.46,1,0.984,11/27/2016,11/27/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.856,6,1.112,1,0.184,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.672,12,1.56,1,0.992,5/26/2016,5/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6700,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.676,12,1.48,1,0.988,11/25/2016,12/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.808,6,1.128,1,0.188,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,infTrial,6750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.82,13,1.648,1,0.98,5/19/2016,4/17/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,symptomTrial,6750,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,12.78,12,1.556,1,0.988,11/24/2016,11/27/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
run0005,CZStrial,6800,0.9,0.225,3.132,6.632,2.007,11.171,7/23/2017,2/25/2018,7,0.15,0.0227,0.0227,0.21,TRUE,0.2126546,0.73,5.00E-04,250,5.756,6,1.1,1,0.168,2/25/2018,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
